account_number,predicted_prob
100485,0.0006356021105943645
100486,3.3408266047974215e-07
100487,2.1348241880236533e-06
100488,0.0004338889741262578
100489,5.294792592245054e-07
100490,0.014486217267530585
100491,0.0010504495313944733
100492,2.7551522253170077e-06
100493,6.308880086012922e-05
100494,2.037677015388062e-05
100495,7.1408942855863975e-06
100496,9.902798930699249e-05
100497,2.6621585937027643e-06
100498,0.0007668035652906864
100499,1.2043339648778786e-05
100500,4.600479226984618e-06
100501,0.017985437442345178
100502,0.0032267411007128773
100503,0.006704244813717506
100504,3.333960756555965e-05
100505,4.536056935459858e-05
100506,4.8038792630909526e-05
100507,0.0005102112739637212
100508,0.0004971881789545654
100509,6.754714565449266e-06
100510,0.010579867756780215
100511,0.002990635831234241
100512,0.0005048562201854079
100513,0.0007564024248763446
100514,0.00012372358381252397
100515,2.3189778914172485e-06
100516,1.0769516656463427e-05
100517,7.605325213004059e-05
100518,4.451232588014422e-08
100519,1.0946370226047908e-05
100520,0.00014955975190842228
100521,8.650857411237822e-05
100522,0.00015681911874615125
100523,0.007426781815178711
100524,0.00010937843753694314
100525,2.8513193068824852e-08
100526,0.5807886561081187
100527,0.009059735044305248
100528,8.06639156313572e-06
100529,0.0017362706813481264
100530,6.885079979286296e-08
100531,0.00029013871221140986
100532,0.00562673718167381
100533,0.00031884713571257863
100534,0.00015763604894227412
100535,0.0006024391091577144
100536,0.0009404057187580399
100537,8.445562716392068e-07
100538,0.0077897867399899096
100539,0.0003663736616535289
100540,4.7108196510205146e-05
100541,4.5892220727055774e-05
100542,7.032748146065226e-05
100543,3.2036715781913853e-06
100544,5.243026780698614e-06
100545,0.00018345400971567954
100546,0.0003135951127247006
100547,2.8878906532430625e-05
100548,0.00454544998459084
100549,0.00038263890717053935
100550,6.661812037777456e-06
100551,0.00010413200748616654
100552,0.00698207593136967
100553,2.2439137689801695e-05
100554,6.639847126775139e-06
100555,1.8152220471561078e-06
100556,3.409331147189186e-05
100557,0.0006854164234955769
100558,2.9186987829659256e-05
100559,4.3465287432902876e-05
100560,0.0007149913464289403
100561,0.0073207489414088625
100562,3.108463444952321e-06
100563,0.00136405813654609
100564,0.0016595611832500884
100565,1.915015530143346e-07
100566,0.0002208824683218987
100567,0.0004295377224653346
100568,2.6262364691218146e-05
100569,1.352856700872545e-05
100570,0.0015199454514552046
100571,0.0006971054901802816
100572,1.8493986800152132e-06
100573,0.006316658931496988
100574,2.668425982783722e-05
100575,0.0008970028033385283
100576,0.00010054381778099832
100577,1.5116011836726532e-07
100578,0.14079818522900536
100579,0.00017147859320212238
100580,1.4503854480725154e-06
100581,5.121944689020761e-05
100582,6.681606039091229e-05
100583,0.0011470796231656739
100584,0.00010428467898135384
100585,8.57684638724917e-07
100586,2.5509197103111596e-05
100587,1.637967898727677e-05
100588,4.261630310422148e-07
100589,7.282645912487661e-05
100590,0.00030432431292535026
100591,3.873694382962329e-06
100592,0.00029769688560442174
100593,0.0008077386723287156
100594,3.900165537908268e-06
100595,0.0009455346567684065
100596,1.400352054033003e-07
100597,0.0013321301240759884
100598,0.008114689709123607
100599,0.0002013598327614799
100600,0.0010464668666474162
100601,2.187532901237344e-06
100602,6.730253431212025e-05
100603,0.0002113469481264927
100604,5.865871373461443e-05
100605,4.0923861206396425e-06
100606,8.32311218822157e-05
100607,2.634611482610487e-05
100608,0.08364613086145968
100609,2.7511018918506002e-06
100610,3.7918515217818185e-06
100611,7.086070249751487e-05
100612,0.00011329866403036743
100613,1.4121550385689145e-05
100614,1.5080401828324205e-05
100615,1.327384444438123e-07
100616,1.955575763004629e-05
100617,0.0002725482173291687
100618,2.1445679528697313e-06
100619,4.613945051799061e-07
100620,1.5134969177515909e-05
100621,0.003470944590695179
100622,2.7545044539962818e-05
100623,0.00016218712422090144
100624,2.9970500229785304e-06
100625,1.6295014944979456e-07
100626,2.139485703691389e-05
100627,0.0013348413812900011
100628,0.003732669406611062
100629,2.8171602436013957e-06
100630,2.0252423033461497e-05
100631,1.2874790733082145e-06
100632,1.15190276895989e-05
100633,1.993834482421636e-05
100634,0.0026894470600805228
100635,2.212725926122825e-06
100636,0.002393115503123659
100637,0.9767394255405305
100638,5.111112257218255e-05
100639,0.0008937655490257497
100640,6.469626186267796e-06
100641,0.0001270051291231686
100642,2.0580621550184593e-06
100643,0.006276075220895225
100644,1.7926481670019737e-06
100645,8.110713911293874e-07
100646,3.0284346245280118e-05
100647,0.0029456505016884054
100648,8.408646977306017e-06
100649,6.173287039134253e-08
100650,1.654442598379145e-05
100651,2.3743957860564464e-07
100652,0.032020174789039305
100653,3.745149985187999e-06
100654,6.234721433807449e-06
100655,0.0006459565075819204
100656,2.0297661912664943e-05
100657,5.639080519504436e-05
100658,6.3213438044655895e-06
100659,0.0001839568829762545
100660,0.2328608001061961
100661,0.000815875966830801
100662,1.3197169571964146e-05
100663,7.567465186390839e-07
100664,0.00028155124252896485
100665,1.4075996021005199e-05
100666,5.6016581297542586e-05
100667,0.00020643857118259922
100668,7.969075032111449e-05
100669,0.031047857143291953
100670,5.42927437384682e-06
100671,2.1478806279072272e-05
100672,0.011625085021889428
100673,0.0059869865726344075
100674,5.685658112758226e-06
100675,8.01255706491275e-08
100676,5.392117014232736e-07
100677,9.938554316698478e-06
100678,2.8451275701474362e-05
100679,8.701341447967208e-05
100680,0.00020031733141686833
100681,5.42358603500124e-06
100682,8.521866449408703e-06
100683,9.157369636904446e-06
100684,7.719034908180109e-05
100685,2.066169771787382e-05
100686,0.0001604517149482342
100687,7.183402998667068e-07
100688,3.2265457508433025e-05
100689,0.0003198384898378499
100690,0.001807522001032038
100691,0.0003181851892787084
100692,2.092584199877847e-05
100693,0.00032633097890962356
100694,2.756427852053623e-06
100695,0.0018154764659990615
100696,0.005035887322290478
100697,4.9733894726833224e-05
100698,0.004858919177647567
100699,0.008150032425307529
100700,0.005071440450350982
100701,1.6838122236569006e-06
100702,0.0005714040736317822
100703,0.005353751202325009
100704,0.022416552817949957
100705,1.1512101857542568e-05
100706,0.0009181614897297607
100707,0.0022817201567310818
100708,0.0008895307040803569
100709,5.479647747554141e-06
100710,0.004887373725172635
100711,0.0016335775318253132
100712,0.004176993703007579
100713,0.0006523402820060332
100714,1.81294888525828e-05
100715,0.00024370716943960784
100716,1.8473872376624882e-06
100717,0.0003082232911820298
100718,7.5111417776318495e-06
100719,5.594606502992967e-05
100720,9.249590411456164e-07
100721,0.0011307553365062302
100722,3.6746352225893113e-06
100723,0.0004377924946307476
100724,5.506038032446403e-06
100725,9.006740449410124e-06
100726,2.809857167611732e-06
100727,0.0018126193097020027
100728,9.139748398434875e-05
100729,1.5482028639853342e-05
100730,2.7259720096829555e-05
100731,0.00016065953963039696
100732,9.257379970886519e-07
100733,9.76653640725058e-06
100734,5.2356118943068305e-06
100735,7.706556576989989e-07
100736,0.0002248000098087492
100737,1.848587580541321e-05
100738,7.767236499217037e-05
100739,8.615350843839256e-06
100740,3.6914642863292184e-06
100741,3.5561853302218625e-05
100742,9.369787095961932e-07
100743,3.4485643091782015e-05
100744,0.08191162323904345
100745,0.002567238287422499
100746,2.4776610541123547e-06
100747,4.881498549481626e-05
100748,7.855376106802214e-05
100749,3.636611023273034e-06
100750,2.871270112578824e-05
100751,1.890284025174275e-05
100752,3.475712964245479e-06
100753,0.0002015280626677585
100754,4.6095428506376925e-05
100755,0.000399628317004975
100756,0.0003856946262725375
100757,0.00013026945722907678
100758,3.2169160231421714e-06
100759,0.00019947894866658938
100760,0.00016090746464236485
100761,0.0015645613538729623
100762,0.0013061620512913041
100763,4.4213048299761233e-07
100764,3.087123458847686e-05
100765,0.00010251219389425618
100766,1.2225144094338685e-05
100767,0.00043203450355854385
100768,0.0004889653512039249
100769,0.00018325426631363672
100770,7.262065650945494e-06
100771,6.301570932722024e-05
100772,6.392136104256313e-05
100773,9.900791707898994e-06
100774,4.259329862960003e-05
100775,8.72444238825251e-06
100776,0.0005689203626493702
100777,2.4296053590059153e-06
100778,0.0024300424886479197
100779,2.2640400843669935e-06
100780,0.005180183915304172
100781,0.0001415518750972237
100782,1.3590887565614224e-07
100783,0.00045835040183074045
100784,0.0002466308544178506
100785,0.0007153874172407194
100786,1.8406540872712967e-05
100787,5.803688659698238e-06
100788,1.5165539535148518e-06
100789,7.237275183220742e-05
100790,0.00025370397028756767
100791,0.005296963078778589
100792,1.8346464827552491e-06
100793,0.9989476003095608
100794,5.035593560127758e-07
100795,0.00012473459718579391
100796,0.0006732360633445423
100797,2.8565098465966597e-05
100798,0.008654122350363178
100799,4.253877061955805e-06
100800,0.0006681071023586264
100801,0.0014311075223272236
100802,0.0028411198784608726
100803,3.323584798617927e-05
100804,9.77667596058597e-07
100805,2.2949664998583463e-07
100806,6.354394268283396e-05
100807,5.857050497862027e-07
100808,0.00012412176258692453
100809,6.605955739973117e-07
100810,6.359591193249626e-08
100811,2.577627029969628e-05
100812,9.258489854903713e-05
100813,0.0007788985906888417
100814,0.002416663125724668
100815,0.00025646803410702334
100816,2.2346992971633533e-05
100817,0.002085504649364682
100818,3.153307170694452e-06
100819,0.0006684505442162488
100820,0.0010313259358513116
100821,0.000989202433615056
100822,0.0010064451697930467
100823,0.9907813983866713
100824,0.0061607501218781955
100825,0.005976932417387432
100826,7.800148969187872e-08
100827,8.201969085177696e-05
100828,2.4611241432654098e-06
100829,0.0002210357847002461
100830,0.00015831455619017196
100831,0.0026354965374268753
100832,1.1434861746871919e-05
100833,9.828621156784612e-05
100834,4.2404129893348996e-05
100835,8.447538865329764e-05
100836,0.0005692337791665971
100837,0.0011753214866632913
100838,0.0016252874282905061
100839,0.0002335795222968872
100840,2.924056814027552e-05
100841,0.000819351124192559
100842,7.120912825558466e-05
100843,0.0038090741823267283
100844,0.0001939341934931805
100845,0.0009862402412487263
100846,0.0003149098053334901
100847,7.610333123414131e-05
100848,2.1955994669140092e-05
100849,2.377587484760679e-06
100850,0.006895453888682785
100851,0.00239045055571587
100852,0.00044568687716923264
100853,1.006961565627478e-05
100854,0.005320673208343566
100855,6.580432549184976e-05
100856,3.279581484732145e-06
100857,5.405247030414041e-05
100858,0.013028527967434587
100859,5.7834240437676566e-05
100860,1.000345533787646e-06
100861,8.189641401648732e-06
100862,0.0016340728089947654
100863,0.0016036548474881926
100864,0.00019898369623433162
100865,3.676951106773865e-07
100866,0.00012651758173862855
100867,5.589006338586926e-05
100868,1.9131448043963662e-05
100869,8.339581345783454e-06
100870,8.095643779347932e-06
100871,1.2699387128807187e-06
100872,0.0195623802474864
100873,7.991420020270654e-05
100874,4.0510802446543244e-05
100875,1.4963624120726663e-06
100876,0.00016151699624261393
100877,8.747720299142697e-05
100878,3.5108043514059555e-06
100879,4.872110910847964e-05
100880,1.0150031745950232e-05
100881,4.132148898284552e-06
100882,2.2804488769875257e-07
100883,6.67735575887151e-06
100884,0.005985790335724323
100885,7.289884668041557e-06
100886,0.0005120562820331205
100887,5.175088801625278e-06
100888,0.0013621937029115977
100889,1.3820287509801848e-06
100890,0.00045878649066819264
100891,0.00012640778055086741
100892,0.0004539439802500278
100893,1.2216979968772731e-05
100894,3.7122345396068884e-05
100895,0.004761324719832952
100896,2.9240618148472125e-05
100897,0.00013425495241576208
100898,7.244855715134564e-05
100899,0.00018041467350770162
100900,0.0004610012009964022
100901,7.480679734536931e-05
100902,0.002619127074085261
100903,0.0001584165254288072
100904,0.008308274769641114
100905,0.02805116433737144
100906,6.811543038957777e-05
100907,5.28360235800836e-05
100908,2.5504468452110583e-05
100909,6.750124944455622e-06
100910,3.678965843005416e-05
100911,6.883921335155234e-05
100912,0.00012023971449415661
100913,2.3388093374291033e-05
100914,3.819772421868076e-06
100915,2.1332432947965315e-05
100916,0.00014840417451511938
100917,7.89602733174583e-05
100918,0.00020019355597746243
100919,0.9875949910643214
100920,3.5666508824843107e-05
100921,7.486497804420025e-06
100922,0.00010528141119765267
100923,0.0012518828363876162
100924,7.110830258099792e-06
100925,8.181603596391195e-07
100926,0.002319875217240231
100927,1.6172140576993453e-05
100928,0.0012133276526621896
100929,0.00659517505995621
100930,0.004722692590249808
100931,8.576930141096892e-05
100932,0.00024279537070842906
100933,1.7499900690285233e-05
100934,1.7005953348697756e-05
100935,0.02931007681557899
100936,5.00665776254435e-06
100937,1.4816056962759418e-05
100938,0.32488650240036876
100939,1.0005601695405863e-07
100940,0.0003624714349477284
100941,1.9405571752237628e-05
100942,1.684391189631652e-06
100943,0.008803821841857686
100944,0.007646878560504928
100945,0.00022533865701707348
100946,6.516519560517929e-07
100947,0.0001883718963241227
100948,2.2748906955349205e-05
100949,0.011587990868634988
100950,2.3439345773322814e-06
100951,6.511617658346168e-05
100952,5.239699093077206e-05
100953,4.1963699561486755e-06
100954,0.00018117154121986815
100955,0.0027507040345997476
100956,0.00014516477059428004
100957,0.0021226851039500296
100958,0.0067815454022453914
100959,6.436756403322575e-06
100960,5.6634950974123075e-08
100961,9.950464463742565e-05
100962,6.805383536308336e-05
100963,1.6275628971549667e-05
100964,1.6458513756353307e-05
100965,5.565089477926515e-07
100966,5.610954132892963e-06
100967,7.751264080705209e-06
100968,5.585301046830314e-05
100969,0.0005205051313136879
100970,5.4089882809711635e-05
100971,4.057264335375435e-06
100972,0.0002637711306746619
100973,1.6300489483976023e-05
100974,2.4176320163867455e-06
100975,0.00046993858623632076
100976,1.1650146324952116e-05
100977,0.00011723831234743645
100978,0.00043128209464063204
100979,0.0002640357881401832
100980,1.5727595450210516e-06
100981,0.0006499135354368653
100982,0.00028834205407299567
100983,0.0026183360430345297
100984,4.694132845098035e-06
100985,4.277880224409303e-06
100986,0.01701291459500422
100987,3.007116766661628e-05
100988,9.285517932579951e-05
100989,7.244410517643126e-05
100990,0.986063406792455
100991,0.00021488247529060994
100992,0.00013058258765614864
100993,0.0008068598897690246
100994,4.803653053486818e-06
100995,1.5980029875637605e-08
100996,3.940980820731507e-08
100997,4.7326108970466786e-06
100998,0.00035818959752861293
100999,1.9909132698437943e-05
101000,9.337723654727349e-07
101001,0.0003002837465253684
101002,6.372122191264196e-06
101003,2.994356186599136e-06
101004,1.9866387315247447e-06
101005,0.0002207893288594975
101006,0.19484656774523068
101007,1.8713771959023728e-05
101008,0.00023636836947755926
101009,1.1232762617840846e-05
101010,0.0003208159058675662
101011,1.7977151260661952e-05
101012,4.722993125144682e-05
101013,2.5924543001758142e-05
101014,0.0015096525456167256
101015,0.9690610487849951
101016,0.0005347078672584524
101017,3.378466103025196e-05
101018,0.0005336393265202553
101019,8.327886975644592e-06
101020,0.00010877983545847556
101021,0.0010796472277308435
101022,0.005148474713180456
